,Tweet Date,text,Twitter Handle
991,"10,04,2021 20:20","me: I don't watch netflix much anymore...should I cancel my subscription?
netflix: squid game, sex education season 3, all of seinfeld, new great british baking show season...you were saying what now?",LJSilverman1
992,"10,04,2021 20:11",the aftermath of sex education season 3 is my effoff fic from when season 2 was released getting kudos daily,newct127
993,"10,04,2021 20:03",Sex Education is one of wildest shows I’ve watched. Lol but season 3 just came out so I gotta finish it since I’m out of work for a bit,nthonyortiz
994,"10,04,2021 19:54","Kinda wanna get started on Sex Education season 3, but I keep thinking I’m forgetting a show that was already on my bucket list….",Jworld__
995,"10,04,2021 19:54",Since Instagram it’s down I’m gonna share this here ✌🏻 I was watching Sex Education and on the episode 5 of the season 3 a Bowie song from the 60s period came on and I was so excited about it. It’s around the minute 47:50 https://t.co/WcD4pnhWY6,thomasnewton69
996,"10,04,2021 19:46","Sex education 3 is amazing, can't wait to see season 4.
#sexeducation #Netflix https://t.co/UjXyrdiO2T",Marbi_2
997,"10,04,2021 19:44",I didn’t know season 3 of sex education was out.,jfineassj
998,"10,04,2021 19:36","📷 anwarbakshi: Sex Education - Season 3, Episode 1 https://t.co/X3LQW9lwfg",jamonr129
999,"10,04,2021 19:36",Mimi Keene Is the Surprise Star of 'Sex Education' Season 3 https://t.co/REQFIGcIhp,ELLEmagazine
1000,"10,04,2021 19:32",Guess I'll start season 3 of Sex Education then...,Anguilla_Born
1001,"10,04,2021 19:29",sex education season 3 is making me want bangs it’s all maeve’s fault😔✌️,kaletlin
1002,"10,04,2021 19:26","Fallout stuff done, No Man’s Sky settlement stuff done, now on to Conan Exiles and our three person clan. In other news, wrapped up Season 3 of Sex Education and started watching Squid Game on Netflix, and I see why it’s such a hype - very intriguing.",countessofsnark
1003,"10,04,2021 19:22","@bushontheradio Was wondering about that, might watch it now, Cobra Kai and Sex Education are both worth watching too, the latter has a Sh*t school trip in season 3 too lol.",madds007
1004,"10,04,2021 19:21","Sobbed my way through Season 3 of Sex Education, wtf is wrong with me.",Lizzy_Ann_J
1005,"10,04,2021 19:14",@kooksclown Let's watch sex education season 3,lawsoftae
1006,"10,04,2021 18:52",• Sex education (season 3) https://t.co/Ap8IWNZqkV,wildestidi
1007,"10,04,2021 18:47",i’m already almost done with season 3 of sex education and i started watching season one like a week ago. wtf. i don’t want to be finished with the show &lt;/3,kaymadridd
1008,"10,04,2021 18:30","I’m almost done with season 3 of sex education and I legit started it on Saturday, I need help…..",raniamasood20
1009,"10,04,2021 18:16","Well, season 3 of Sex Education didn't end that bad😜 https://t.co/K2OCYi5uvi",dedeabdulhamid_
1010,"10,04,2021 17:56","@Plaantik I feel both alright and not good at the same time.
I'm in a stage where I feel like watching nothing at well, I can only survive 10-15 mins of a movie or show, then I'm done with it, but watched Sex Education season 3 few days back.
A sandwich.",shadmanalvi25
1011,"10,04,2021 17:38",finally watching season 3 of sex education &amp; I totally forgot there are SO MANY characters. I struggling to remember who is who😭,_d0noo
1012,"10,04,2021 17:31","I think Sex Education Season 3 isn’t that good. Nothing really happened and there are now like 17 main characters to the point where Otis doesn’t feel like one anymore.
Also they made Ola just be a cunt to everyone that season.",RealPhillipDohm
1013,"10,04,2021 17:30",So insta is down. I remembered I have a Twitter account. Imma rant about Sex education season 3 then.,Emmulka
1014,"10,04,2021 17:28",Give me more Otis &amp; Ruby &amp; 5 other things about Sex Education Season 3 https://t.co/5Pv5ILUEXW via @YouTube,MickeyGeeNights
1015,"10,04,2021 17:13",Wow Sex Education Season 3 is amazing,_CowboyBibo_
1016,"10,04,2021 16:59",How come no one made sure I watched sex education season 3 since??!!,anuoluwa_s
1017,"10,04,2021 16:55",going thru what adam from sex education went through in season 3,xojatin
1018,"10,04,2021 16:41","This beautiful and talented lady here is Runyararo Mapfumo  a Zimbabwean, Uk based director and writer. She directed Sex Education season 3 episodes 4, 6, 7 &amp; 8. 🔥❤️

""Who run the world? "" https://t.co/cOtgCj0T3t",Afrikanwolf
1019,"10,04,2021 16:39","I’m watching Sex Education and the second I saw that Girls bitch I knew it was going to be trouble

I’m on ep 3 and I’m calling it now that she’ll try and send a Black student home for an “inappropriate” hairstyle before the season is over",_future_ghost
1020,"10,04,2021 16:30",SEX EDUCATION SEASON 3 FUCK !?!?!? I LOVE THEM,xiqine
1021,"10,04,2021 16:29","Non-binary writers and sex coordinators: Sex Education creator reveals secrets to show’s success
https://t.co/UeulqaQ8bh",TransMediaWatch
1022,"10,04,2021 16:26","After Sex Education Season 3, Otis and Maeve's love story still goes nowhere!

See more: https://t.co/rNjKeJaYvZ

#SexEducation #SexEducation3 #SexEducationSeason3 #Netflix #NetflixIndia #NetflixandChills #NetflixAndChill #OtisAndRuby #Otis #OtisMilburn #Maeve #MaeveWiley #Follow",ReadScoops
1023,"10,04,2021 16:24",Do I start Squid Game or Sex Education season 3 tonight? #SquidGame #SexEducation,Fellowship_FATV
1024,"10,04,2021 16:16",Just finished “Sex Education” season 3. Grabe character development ni Adam!,juanxi
1025,"10,04,2021 16:08","Okay now that I've finished Squid game and Sex education has lost the hype that made me wanna watch it in the first place, it's time to get back on my Black mirror grind 😤😤 
That Season 3 finale was a whole movie and not just cause it was
1hr 30 min long lol",Litha28681985
1026,"10,04,2021 16:07",@kiernanshipka have you seen season 3 of sex education yet? what are your thoughts? &lt;3,yelenabelovas
1027,"10,04,2021 15:51","17 Questions We Desperately Need Answered After ""Sex Education"" Season 3

I need to see Jakob's paternity test, like, yesterday.

View Entire Post ›

https://t.co/UxOfHbSPN8",Dani3Rojo
1028,"10,04,2021 15:48","Sex Education (2019-
Season 3
@NetflixIndia https://t.co/LSo2ruyBIh",IamFatima5
1029,"10,04,2021 15:44",sex education season 3 sure is something 🤤,ebay_27
1030,"10,04,2021 15:26","Cal Bowman is the love of my life

https://t.co/VkmG9BMcFU https://t.co/mOdL7yanhr",sinditia
1031,"10,04,2021 15:04","I’ve marathon Sex Education finished till season 3.

👏🏼",_MuhdShahrul_
1032,"10,04,2021 15:00","Ended up spending glass nights viewing time catching up on SEX EDUCATION. Season 3 just came out and somehow I missed season 2’s release. Anyway, in high school I’d have been the guy with a crush on Lily. https://t.co/wpJCEgh5ZU",dmann11
1033,"10,04,2021 14:52",the episode in season 3 of sex education when eric gets to bring together culture and queerness is so beautiful,suzie_msz
1034,"10,04,2021 14:39","@RaenOfTerror Literally me lol I did the same for Season 3 and Sex Education. There are just too many shows, my brain can’t retain all of this information.",PaigeySpice
1035,"10,04,2021 14:23",Sex Education season 3 is too real omg,LockheartSaly
1036,"10,04,2021 14:09","Sex Education (season 3, 2021) https://t.co/gFbD6OdpUo",graphyfilms
1037,"10,04,2021 14:01",Mimi Keene Is the Surprise Star of 'Sex Education' Season 3 https://t.co/0J9raKNKxF,ELLEmagazine
1038,"10,04,2021 14:00","Binged Sex Education season 3 yesterday. No regrets. IMHO the best writing of any show or movie ever. Funny. Refreshing. Interesting. Honest. Long game development of characters is outstanding. 

Bravo @netflix 

Especially for normalizing all types of people",ddeshopper
1039,"10,04,2021 13:23",@tonyposnanski I’m watching Sex Education on Netflix. 3 seasons. 8 episodes per season. I think it is hilarious.,CEF241
1040,"10,04,2021 13:05","Sex Education's Ncuti Gatwa speaks on Eric's journey to Nigeria and beyond https://t.co/HUp6c9HRdy by @digitalspy

#positivelyhearst #proudtobeme  #ncutigawa #sexeducationspeaks",hearstprideuk
1041,"10,04,2021 13:05",Need to finish season 3 of sex education,Jxssiem
1042,"10,04,2021 12:30","I'm so behind on my shows man😭 
still on episode 1 of the new money heist season, haven't even started season 3 of sex education, and now the new on my block season is out oh my Lord😞",usernameisria
1043,"10,04,2021 12:19","How come no one is talking about Sex education season 3. The Naija scene, and even playing shake body by skales. https://t.co/IFkZoLW2oY",Harquim_senju
1044,"10,04,2021 12:12",season 3 of Sex Education was good but I'm really upset by the non-binary representation they chose to include. Layla and Cal especially are cool characters but having both come out in offhand comments seemed cheap compared to the effort they made w explaining fetish roleplay /-,strangejonnys
1045,"10,04,2021 12:07","Sex Education (season 3, 2021) https://t.co/FecAzFiAIN",graphyfilms
1046,"10,04,2021 12:05",Okay season 3 of Sex Education was sooooo good!!,PollyPorridge
1047,"10,04,2021 11:57",sex education season 3 ep 5 💀💀💀💀,idkitshadiya
1048,"10,04,2021 11:17",season 3 episode 7 of sex education really said LET’S PLAY WITH YOUR EMOTIONS,theonlycanvas
1049,"10,04,2021 10:46",I'm on season 3 of Sex Education and I'm loving Adam's growth so much. 😭😭,sibribb
1050,"10,04,2021 10:35","Haven’t been able to catch up with recent manga chapters or Web Toon comics lately.. Welp with minimal leisure time I got left, guess season 3 Sex Education comes first.",djiprad
1051,"10,04,2021 10:03","@netflix @asabfb @emmamackeyoff 
Dear Netflix,Asa Butterfield and Emma Mackey,I am an die hard fan of SEX EDUCATION and I know that its season 3 has released recently and I have binge watched it but I want it more and I can watch its 1000s of seasons please Netflix bring it back.",Lakshya99227262
1052,"10,04,2021 10:01",So much apreciated yesterday's review @thatspaceninja of Sex Education season 3,krisztian_sabau
1053,"10,04,2021 9:42","I finished sex education season 3 and don’t hate me but I thought it was alright, I found myself easily distracted during the episodes - some great great acting and moments but yeah",sabahbanomalik
1054,"10,04,2021 9:27",How did sex education only announce season 4 after season 3 aired but Riverdale announced it has 5 more confirmed seasons????,AaronCampbell95
1055,"10,04,2021 9:25",so 3 episodes into Season 3 of Sex Education and yeah Otis x Ruby is best ship plus the new principal is suppose to be like a shot at UK gender critical terf culture right,TyeTyeee
1056,"10,04,2021 9:02","Can we applaud Netflix's Sex Education for giving a truly incredible HIV lesson in just 30 seconds. This is a series that just keeps on giving. 👏💖

Did you learn anything new about sexual health and body positivity from season 3? We'd love to hear! 💬 https://t.co/9qNGIAev9n",LLRSexualHealth
1057,"10,04,2021 8:59",i stumbled upon @draw_gregory's wonderful article about the magnificent third season of sex education and now can't wait for her review of #titane! https://t.co/ImbZDDtPHn,lotterlola
1058,"10,04,2021 8:54","Okay so sex education season 3 was released, I didn't even realize lol",kookhigh
1059,"10,04,2021 8:44","The starting of season 3, Episode 1 of ""Sex Education"" shows all colour,gender, age, height, single couples are horny.",Ashutosh7722
1060,"10,04,2021 8:43",@Asher_Wolf I didn't think about it much until I watched season 3 of sex education which includes NB characters. In a way I am non-binary and my relationships  have been rather queer.,rejuvepedia
1061,"10,04,2021 7:56",i just finished season 3 of sex education and wow was it good…*chefs kiss* 🤌🏻,alyssaaferreira
1062,"10,04,2021 7:22","Sex Education Season 1 - sex advice 
Sex Education Season 2 - romantic relationships
Sex Education Season 3 - Opression and therapy

And i love it for that",_beebo_g
1063,"10,04,2021 7:11","just finished season 3 of sex education, and hooooly shit. what a wild ride
spent the last episode crying almost the whole time. good shit",paltr_ao3
1064,"10,04,2021 6:46","@BangPostPro @AvidProTools @Dolby I really need to know or have the audio tune from the opening scene of sex education season 3 episode 7 (Glenoxi and Starlanza) Im a big fan of the art, and i love the music. Can you please let me know the name of that music? Who composed it?",ZohmingthangaHb
1065,"10,04,2021 6:46","@NetflixUK I really need to know or have the audio tune from the opening scene of sex education season 3 episode 7 (Glenoxi and Starlanza) Im a big fan of the art, and i love the music. Can you please let me know the name of that music? Who composed it?",ZohmingthangaHb
1066,"10,04,2021 6:37",on season 3 of sex education pls someone let me know if this season is bad,EMERGENCYBLlMP
1067,"10,04,2021 6:29",Sex education season 3 is wild,itsalluree_
1068,"10,04,2021 6:25","just finished sex education season 3 and i am unwell. how does this show keep getting better, please, anyone, can we talk about this",abbeynormally
1069,"10,04,2021 6:04",I finished season 3 of sex education in 24 hours… I’m not okay 🙃,ash_v_bindi
1070,"10,04,2021 6:03",Season 3 of sex education made me feel shit goddamn,spicebabysab
1071,"10,04,2021 5:40",nah i just finished sex education season 3 and im sad how tf am i gonna wait for season 4 i need it NOW 😭,ddanjjak
1072,"10,04,2021 5:38",@bayuarisandee @netflix otis was really messed up as a character in the sex education season 3,chkb_soura
1073,"10,04,2021 5:37",Ruby and Otis I support them most of all!! sex education season 3 Maevis and Otis is soooo toxic i hate them and i always will tbh #sexeducationseason3,Danielr2013
1074,"10,04,2021 5:36",finally started sex education season 3 and it is still a show ever,katmyaa
1075,"10,04,2021 5:12","Sex Education is a GREAT show, wow.. rewatching it now to get to season 3.. all the characters and storylines are SO compelling..",gwenct35
1076,"10,04,2021 5:12","💭 Sex Education, season 3 - DONE!",TCEErfe
1077,"10,04,2021 4:55","I'm not even watching Sex Education season 3, my roommate is, I keep glancing over, and the evil school head is giving me such anxiety.",ThatAuntZelda
1078,"10,04,2021 4:40","SEX EDUCATION: SEASON 3 ❤📽🎬⭐⭐⭐⭐⭐
A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.

Watch The Trailer on YouTube 
https://t.co/xgK60B8Ed4 https://t.co/sK75eZn89R",neilnicholson
1079,"10,04,2021 4:32",STARTING SEX EDUCATION SEASON 3 YASSS,folklorefiIms
1080,"10,04,2021 4:25","You gotta b a really odd individual to sit and watch sex education. 

I finally made it to season 3.",CashFirstKey
1081,"10,04,2021 3:48",I need to start Sex Education season 3.,DeamondTolbert
1082,"10,04,2021 3:47",Finished season 3 of sex education I sobbed Adam my sweet baby boy I love you,outlikeawoman
1083,"10,04,2021 3:41",@Minor_Basheer In Sex education season 3 I really Liked him.,JohnnySar77
1084,"10,04,2021 3:32",I decided to continue watching Sex Education season 3 and I had to see a dead cat in the beginning of the third episode 🙃 https://t.co/N6Xmneb1LG,maggiekingdom
1085,"10,04,2021 3:32",sex education season 3 makes me cry so hard 😭,lostalleycat
1086,"10,04,2021 3:16",Sex education season 3 is a masterpiece,tithiravioli
1087,"10,04,2021 3:12","Saturday-Sunday, Oct. 2-3, 2021 ✨
☑️ Sex Education - Season 3 (2021)",chrisjustinr
1088,"10,04,2021 3:05",Season 3 of sex education is pretty mint.,donovanr13
1089,"10,04,2021 3:05","Sex Education is a teen comedy-drama streaming TV series created by Watch Sex Education Season 3 on Netflix with Turbo VPN🐰

#TurboShowTime 📺 https://t.co/Z8UmOV5yw9",turbo_vpn
1090,"10,04,2021 2:44",Binged Sex Education from Season 1. All I can say is tangina Otis-Maeve just get together already. Season 3 ng FRIENDS break na sina Ross at Rachel.,PapaLowps
1091,"10,04,2021 2:37",Take a trip to Moordale and check out my review of Season 3 of Sex Education. https://t.co/rb8DAIxBDT #sexeducation #sexed #otisandruby,RashadButler20
1092,"10,04,2021 2:16","//SEX EDUCATION SEASON 3 SPOILERS…

will I get cancelled if I say that I’m happy Otis and Maeve aren’t together… They are both in different places rn, and they’ve grown too far apart. I think Otis could be a good thing for ruby and Isaac is a good thing for Maeve.",planetmarslive
1093,"10,04,2021 2:16",Hahaha the Peaches Glee piss-take in season 3 of Sex Education is great,therevmountain
1094,"10,04,2021 2:13",started watching sex education season 3 so have an aimee sketch :D https://t.co/78CPwPNlra,d3adbunnyyy
1095,"10,04,2021 2:12","I know I’m late to the game, but I’m just starting season 3 of Sex Education. Just watched the first 2 seasons for the first time in the past few weeks and it’s a great show!",kim_gleason
1096,"10,04,2021 2:09",season 3 of sex education… fuck hope. how dare she have the same name as my precious sweet angel,whitnastyswrld
1097,"10,04,2021 2:06",The amount of times I’ve watched season 3 of sex education… I’m fucking loveeee that show so much,longtimenosay
1098,"10,04,2021 2:01",I’m on season 3 of sex education and hope is a literal villain. I’ve never hated a character more,christi_dani
1099,"10,04,2021 1:58",Season 3 of sex education is 🤌🏾 From the acting to the music choices and the outfits!,RunoOkotie
1100,"10,04,2021 1:51",best character of sex education season 3   https://t.co/4n6XVfw08u,marissqs
1101,"10,04,2021 1:49","Sex Education - Season 3 

Comedy, Drama 

Ships: Ruby &amp; Otis, Ola &amp; Lily, Jean &amp; Jakob, Jackson &amp; Cal, Colin &amp; Emily, Aimee &amp; Maeve 

Favorite Character: Aimee 

My Rating: 9/10 https://t.co/65IdadcKGI",harryswilIow
1102,"10,04,2021 1:47",season 3 of sex education &gt;&gt;&gt;&gt;&gt;,ccxbrown
1103,"10,04,2021 1:35","Finally,watching season 3 of Sex Education on @netflix &amp; let it be known that I love @asabfb",CynleeF
1104,"10,04,2021 1:34",Sex Education 3x08: Wow. So that’s the end of Season 3! It’s over! For now 😂 I did see the news that they got a Season 4 so that is fun. Imagine if they just ended with season 3 though and we never knew what Maeve thought of the US😂,ejd725
1105,"10,04,2021 1:28","@astraeatitania @EliasToufexis @netflix That's amazing. So well said. Also, love SEX EDUCATION, such a great show. (although I haven 't seen season 3 yet)",BloodofZeus
1106,"10,04,2021 1:22",@gwinshin All I could think about was Kyle in season 3 of Sex Education…,chirikun_
1107,"10,04,2021 1:11",i hope the hair and makeup people who worked on season 3 of sex education get their asses ate,whatitd0babey
1108,"10,04,2021 0:56","So I’m watching season 3 of sex education, and obviously we are supposed to hate the head teacher, but holy fuckkkkk I hate her so much that at points it’s hard to watch the show. I mean kudos to the actress for so accurately portraying this sort of… smiling bigot, but goddamn",GahlahadTV
1109,"10,04,2021 0:44","Mood of the last 3 months?
🎬Sex Education (Netflix Series)
Season 3
Episode 8
Last scene… https://t.co/TIcnfNAq2w",JeimmyDC
1110,"10,04,2021 0:26",just finished season 3 of sex education :(,bwsxblossom
1111,"10,04,2021 0:24",Like this tweet if you binged season 3 of Sex Education this weekend 🙋‍♀️💯,ForiaWellness
1112,"10,04,2021 0:16",“can you leave him alone? he just finished sex education season 3 and now has to wait for season 4” https://t.co/hUf6wT1DKt,lokifitz
1113,"10,04,2021 0:09",when you finished season 3 of sex education but remember season 3 of succession starts in 2 weeks https://t.co/IX5KZadhnq,TheEverygirl_
1114,"10,04,2021 0:05",Cal helping Layla in season 3 episode 8 of Sex Education...  Never seen anything like that on tv before. I'm floored.,astroevrafter
1115,"10,03,2021 23:46","Honestly , #SexEducation has a pretty rad soundtrack. (Are the kids still saying thay?) https://t.co/nEru4A2HOG",hanksgeoff
1116,"10,03,2021 23:40",i need to finish season 3 of Sex Education ASAP so i can watch the Squid Game that everyone is talking about.,ahossam03
1117,"10,03,2021 23:39",just started sex education season 3😬,heartbreakpri17
1118,"10,03,2021 23:10",I just watched sex education season 3 + I wanted to put it out there to skip the cold opening of s3e3 if you don’t want to see a violent cat death. you don’t miss anything plot-wise.,vulpes_iridis
1119,"10,03,2021 23:05","Sex Education season 3 10/10 as per.
The most perfect TV series continues to be the most perfect TV series.",emilnikolov_
1120,"10,03,2021 22:31","I cried so much for Adam (sex education) he had such a big character development on season 3, I really hope a happy ending for him :(",fairyang_
1121,"10,03,2021 22:22",Just finish watching season 3 of sex education and idk how to feel about it :/,dead_soul_queen
1122,"10,03,2021 22:21",season 3 of sex education,jinsleghair
1123,"10,03,2021 22:11","Love this article by @ljaneturner from @digitalspy about Eric in Season 3 of #SexEducation

I couldn’t agree more with the article. It has written all my thoughts about Eric in such a brilliant way 👏👏

https://t.co/EtvA45rou6",scripttoscene
1124,"10,03,2021 22:08","I've just started watching season 3 of Sex Education. 

I may be lactose intolerant but I've found my next halloween costume thanks to Otis",SayHiSinead
1125,"10,03,2021 22:03",Sex education on Netflix season 3 really did that .,LOVETOL3
1126,"10,03,2021 21:57",finished season 3 of sex education https://t.co/ar5Dzi6SGD,savvzo
1127,"10,03,2021 21:55","im watching sex education season 3
and its very good 
but 

why does everything cheat on each other the second theyre far from their partner????????????",Mikowodraws
1128,"10,03,2021 21:54",Hear me out. Sex education season 3 is just the 5th Harry Potter movie without the magic,hannahyaworski
1129,"10,03,2021 21:40",starting sex education season 3 today #different,hspatia
1130,"10,03,2021 21:29",Halfway through season 3 of Sex Education. If we never see Otis and Maeve get together in revolting.,abmorefilmmaker
1131,"10,03,2021 21:27","@TonyPrintezis I've added it to the watchlist, I'm assuming it's not one to watch together with the better half? We've just started to watch Sex Education which is one of my Netflix faves but she's not at all convinced yet... Can't wait to see season 3...",drmarkdewit
1132,"10,03,2021 21:24",@sanskritistic @vidushiagarwall I just saw this ep of sex education damn season 3 is so good,Karansancheti15
1133,"10,03,2021 21:20","@MangouDraws Sex education season 3 😑

At least if you see a pet in a horror movie you can skip scenes with them or something cause they are 99% gonna die but here I really didn't expect a flat cat in this day and age",ArtOfZuhani
1134,"10,03,2021 21:19",More sex education season 3 spoilers…. Jackson Marchetti is growing on me. Felt sorry for lily lovely girl. Glad me groff and Maureen are back. Ola is alright and jakob and Jean awwwww so cute. The two teachers who are together are great as well. Whole cast is great.,BigTV008
1135,"10,03,2021 21:16",Sex Education season 3 didn't make sense sha,tosinnora
1136,"10,03,2021 21:12",Sex education is such a great Netflix show. It’s funny and informative at the same time. Season 3 spoilers….. love Otis and maeve love them together although I thought ruby and Otis had a chance. Eric is funny as fuck. Love Adam and aimme others as well. New teacher annoying.,BigTV008
1137,"10,03,2021 21:06",i binged season 3 of Sex Education in a single day lmao it’s literally the best show on Netflix 🥺,stunnatiff
1138,"10,03,2021 21:04","🏫 sex education, season 1 - season 3 (2021)🏫 https://t.co/rat0UStENC",buckyxhappiness
1139,"10,03,2021 21:02",The growth of Adam’s dad in season 3 of sex education &gt;&gt;&gt;,selena__ruby
1140,"10,03,2021 20:50",i’m so glad sex education season 3 came out bc i didn’t finish season 2 for some reason and now i’m almost finished and want to cry … their rendition of fuck the pain away is iconic omfg,Kitty__Pick
1141,"10,03,2021 20:45",sex education season 3 is so good,needylaura
1142,"10,03,2021 20:38",omg season 3 episode 6 of sex education??????,loveathunder
1143,"10,03,2021 20:37",Finished season 3 of Sex Education. That finale was an emotional roller coaster 😳😭,Jennorocks
1144,"10,03,2021 20:36",Sex education (2019-) (rewatch + season 3 first watch) https://t.co/BZntaXwK5y,counttvronsky
1145,"10,03,2021 20:27",Season 3 Ruby in Sex Education is easily my favorite character so far.,Umbreezy
1146,"10,03,2021 20:24","Most of my day has been spent binge watching Sex Education season 3, playing Pokemon unite on my switch and bullet journaling and it's been fucking lovely.",Chenloudday
1147,"10,03,2021 20:19",Season 3 of Sex Education &gt;&gt;&gt;&gt;&gt;,xxcp__
1148,"10,03,2021 20:07","Sex Education season 3. I laughed, I cried, I would cry then suddenly laugh - 10/10 writing and performances 👏🏽",jrodriguezfieno
1149,"10,03,2021 19:55",I'm enjoying sex education season 3 so much 🤣,JojoMongami
1150,"10,03,2021 19:51",Sex education season 3,purplexrainn
1151,"10,03,2021 19:47",@sopezi did u watch sex education? season 3?,btsrulers
1152,"10,03,2021 19:38",Fully thought Sex Education season 3 ended on the cliffhanger of episode 7 because Netflix went to the home screen after it ended.🙃🙃🙃,AndyRockCandy
1153,"10,03,2021 19:27",i've faced more peer pressure in my life to finish season 3 of sex education than to do drugs,ayodistewmuch
1154,"10,03,2021 19:17",finally got back to watching sex education (i watched 1st season years ago but then suddenly started being Unable to focus on tv shows but now i can again) and i’m at season 3 rn. very good. triggering too but mostly good. i can’t believe my brain made me miss out on this,MxDegrassi
1155,"10,03,2021 19:12",Sex Education: Season 3 - Recensione https://t.co/6AaYtsWa5e,ivanperciballi
1156,"10,03,2021 19:10",I WAS JUST CASUALLY WATCHING EPISODE 3 OF THE NEW SEX EDUCATION SEASON WHILE THINKING ABOUT HOW I MISD MY CAT AND????? HELLO??????? WHY,CATGIRLSHIT
1157,"10,03,2021 19:02","Having an incredibly emotional evening, watched Michael’s last day in the Office and then the last episode, season 3, of sex education",Trsnowball
1158,"10,03,2021 19:02","How good is Season 3 of Sex Education tho?!

Screenwriter @twilkeyway takes us on the journey of episode 6 and Eric’s life-changing trip to Nigeria. Especially, the special scene when he finds himself at an underground queer party.

https://t.co/S2SEraA65s",strongblacklead
1159,"10,03,2021 18:46",Ok now I’m watching sex education season 3,CephasPatton
1160,"10,03,2021 18:39","it sucked, plain and simple. And other shows filmed during the pandemic that I like, let’s see:

Powerbook 3: Raising Kanan
Titans Season 3
Fear TWD S6B/701
WWE Smackdown
Wu-Tang-American Saga season 2
Sex Education
Falcon &amp; Winter Soldier https://t.co/3U2f3ZhuN9",julianexcalibur
1161,"10,03,2021 18:30","The thing is, I want to want to watch season 3 of Sex Education, but every character's arc ended in the absolute perfect place by the end of season 2.",JuliaHass
1162,"10,03,2021 18:27","Watching ""Sex Education"" from season 1 again because I fall in love with Ruby in season 3.

#Netflix #sexeducation @mimikeene3",fatasscrab
1163,"10,03,2021 18:21","season 3, episode 7 of sex education is 👌🏼",Cae11188
1164,"10,03,2021 18:01",#SexEducation star @asabfb a.k.a Otis speaks to L'OFFICIEL about the relationship between his character and Maeve in Season 3 #TV #NETFLIX: https://t.co/agPqogmR2R https://t.co/2nBtB2oR8p,LOFFICIELUSA
1165,"10,03,2021 18:00","All the incredible characters and their undeniable personality are back for season three of Sex Education. This year our cast of students set off for Moordale Secondary; fighting for their rights of self-expression along the way.
https://t.co/seT5qolY6A",ByteBSU
1166,"10,03,2021 17:58",watching season 3 of sex education had me crying every episode,ariadnevigo
1167,"10,03,2021 17:51",Sex education - season 3 https://t.co/TMRtwdVmsL,finnwolfunk
1168,"10,03,2021 17:41","Sex Education
Season 3
Episode 2
26:25",notnoheart
1169,"10,03,2021 17:39","I've made it to season 3 of Sex Education. You is returning in 2 weeks. That's my next watch, well rewatch.",_NikkaSayWhat
1170,"10,03,2021 17:34",Sex Education Season 3 Episode 2 Reaction! https://t.co/li04K6vn9l via @YouTube #SexEducation #SexEducationSeason3 #SexEducationNetflix,_nur74_
1171,"10,03,2021 17:30",sex education (season 3) https://t.co/pMn3hkr3Lb,tavaresjardell
1172,"10,03,2021 17:29",I am in love with the songs collection in Sex Education season 3,FadeLeHibou
1173,"10,03,2021 17:28","Sex education season 3 was too gay😭that cowbell girl was cute sha
Eugene was something 
Ola and lily disgusting💀
Ottis stupid
His mother mhm💀💀💀💀💀",zuwairaisaa
1174,"10,03,2021 17:03",Season 3 of Sex Education😱‼️,ash1ey_jones
1175,"10,03,2021 16:53",season 3 of sex education was SO GOOD 🥺 im ready for season 4 pls,loverboili
1176,"10,03,2021 16:39","if i had to describe sex education season 3 in one sentence it would be ""people who have done bad things in the past try to be better and yet they are still getting punished and fucked over by the other characters""",amalyzed
1177,"10,03,2021 16:23",Finally finished Sex Education. Whew. Season 3 had me so emotional. 😭😭 I love this freakin show.,jennnjuiice__
1178,"10,03,2021 16:09",Me every 7 minutes binging season 3 of Sex Education https://t.co/ehllXKnU8a,EightBitAlexx
1179,"10,03,2021 16:00","This season sparks a bright moment in the already influential Netflix series, as the characters fight for their rights of self-expression. With unique characters and an appealing plotline, Sex Education season three further enhances the show’s likeability.
https://t.co/AlKuwvMwlE",BallStateDaily
1180,"10,03,2021 15:57",Season 3 of Sex Education was amazing. 😭,___delly40
1181,"10,03,2021 15:47",The best scene in sex education season 3 was Adam in the dog competition. That was literally so epic and wholesome i was just smiling like a goat,ghostAWW
1182,"10,03,2021 15:27",Sex Education season 3 really just explained the Kenyan education system,zawaddii
1183,"10,03,2021 15:02","Gillian Anderson bans her teenage children from watching Sex Education: ‘I told them they weren’t allowed to’
https://t.co/q3hAVZTkuN",TransMediaWatch
1184,"10,03,2021 14:58","Edvin once again about sex education, srsly? Also why is he applying for season 3, isnt that bit too late? 😭😭 https://t.co/d31Qo6hcHo",DumDumdidum358
1185,"10,03,2021 14:58","sex education 3 though??
so many relationships and narratives threads being explored. a spectacular cast of characters. i can't wait to see more next season.",JanMarbella2
1186,"10,03,2021 14:39","season 3 of sex education &lt;&lt; season 3 of sex education but it’s just the bits with adam, rahim, and cal",GremlinDev
1187,"10,03,2021 14:34",I think Edvin should get a role in sex education season 3…. @RydingEdvin https://t.co/mJWsK7m24T,friendsbestedom
1188,"10,03,2021 14:28",Just finished Sex Education season 3 and I’m freaking mad.,ku_sundae
1189,"10,03,2021 14:07",Season 3 of sex education was so good 😭,AuroraBoreowlis
1190,"10,03,2021 13:50",I finished season 3 of sex education ystd and it decongested my tear ducts,sheshecummings
