,Tweet Date,text,Twitter Handle
205,"10,12,2021 22:27",Season 3 of sex education has elevated that show into a genuinely resonating piece of British TV history... 🤷🏻‍♂️,04tobster007
206,"10,12,2021 22:10","Duran Duran — A band so nice they named it TWICE 👍

Another 80's throwback song they used in ""Sex Education"" season 3 episode 2:

https://t.co/nfhftFwKYv",LogalboTroy
207,"10,12,2021 22:00","A throwback '80's song in ""Sex Education"" season 3 episode 2:

https://t.co/2RLQJTqyfj",LogalboTroy
208,"10,12,2021 21:49","@piexv0 Wait till you get to season 3, episode 7 of Sex Education.  You'll need a whole box of tissues.",GrimPrime
209,"10,12,2021 21:44",Sex Education - Season 3 https://t.co/1CiTCsSQh4,marnyb_
210,"10,12,2021 21:11",ruby matthews sex education season 3 edit fancam fc 2021 netflix hot badass https://t.co/UYLkK9qDNc,interztelar
211,"10,12,2021 20:55",Is Sex Education season 3 any better than season 2? Season 2 was a massive stepdown from 1 at least for me and I wonder if it gets better at season 3,ThalVatti
212,"10,12,2021 20:36",sex education season 3 is actually so good what???,croakcroakcordy
213,"10,12,2021 20:12",The soundtrack to season 3 of Sex Education is great. William Onyeabor!!!!,finnbarm
214,"10,12,2021 20:09",sex education season 3 has made me cry 18 times and i'm only on episode 4,yeehawmate
215,"10,12,2021 19:59",Finally got to start season 3 of Sex Education!! Update: I still love Maeve Wiley. 🥰,2beenough
216,"10,12,2021 19:52",Sex Education Season 3: A super follow-up to the first two seasons #SexEducation #WebSeries https://t.co/Vk94XJvSlI,TheHansIndiaWeb
217,"10,12,2021 19:50",sex education; season 3 (2021) https://t.co/NuJWUjCguR,ohmygodursocute
218,"10,12,2021 19:04",Season 3 of Sex Education ✅ @CarryMeRekkles,Axel96VS
219,"10,12,2021 18:55","“Sex Education” Season 3 (2021)

• Score — 88/100 https://t.co/SR5OfhBu08",dojarings
220,"10,12,2021 18:36",Settle season 3 of sex education. Last episode what a rollercoaster ride :'),itsafifyalll
221,"10,12,2021 18:23",@Izu_musiq It's season 3 of Sex Education,KnifeInAfrikans
222,"10,12,2021 18:01",How garbage was sex education season 3 btw? It reeked of highkeyvivek's unwashed undies,FAKEJODl
223,"10,12,2021 17:47","While you wait for a Season 4 return, let’s break down all those ~big questions~ the Season 3 ending left us with. (We! Need! More! Moordale!)
https://t.co/PSksSMjGuy",EliteDaily
224,"10,12,2021 17:25","I'm only in ep 3 of season 3 of Sex Education and from what I've seen online and so far: basically the writers split up Ruby and Otis so that they can do the same thing they did the prev 2 seasons, which is the agonizing and torturous drawn out will they/wont they of maeve/otis? https://t.co/A4l1GCWyl3",singfromthehair
225,"10,12,2021 17:07",@sad_oat @MichaelaOkla Was just thinking about this as season 3 of Sex Education started.,theZube
226,"10,12,2021 17:04",Sex Education season 3 https://t.co/4oaVaOlGUS,Pollos_Hernandy
227,"10,12,2021 16:54",Who's ready for some more behind the scenes looks at Sex Education Season 3? https://t.co/ZPV3njel98,NetflxUpdates
228,"10,12,2021 16:25",The sex education soundtrack for season 3 is sooo good,caitlinmcclure_
229,"10,12,2021 15:24",Okay continuing season 3 of sex education,AAPamittan1994
230,"10,12,2021 15:08","//Sex education season 3 spoilers ?
.
.
.
ME WHEN HOPE MAKES CAL WEAR THE OTHER UNIFORM ILL https://t.co/2QSz9KGwJL",TheHimboEnjoyer
231,"10,12,2021 15:05",This show gets it. It takes me on a roller I'm looking forward to more seasons of #sexeducation https://t.co/U3ke5uf3Oj,KeishelNOTKesha
232,"10,12,2021 13:39","I just finished watching Sex Education season 3 and
What. The. Fuck.",Ellahlovesyr
233,"10,12,2021 13:38",The poem that Adam wrote that finishes the last episode of Sex Education season 3 makes me SOB 😭,em_jem_
234,"10,12,2021 13:33","TODAY: In Conversation with Dua Saleh @doitlikedua - artist, musician, current genius in Sex Education season 3 on @netflix. Noon EST. Sign up here, you really need to be here for this chat with @DukeCML . https://t.co/74aqNtGiA4 https://t.co/n1CHy43WOH",IslamicAtDuke
235,"10,12,2021 13:14","Sex Education season 3 was great, I Stan Otis and Ruby",weeeekes
236,"10,12,2021 13:03",finally on season 3 of sex education 😌,knifeofg0ld_
237,"10,12,2021 12:55",@yeggirl27 Sex Education! It was the wrap up of season 3,MisterTeacupIII
238,"10,12,2021 12:46",im on season 3 of sex education it goes by really fucking fast and took me a day,boppiez
239,"10,12,2021 12:40",Me watching season 3 episode one of sex education https://t.co/4O1VAStILO,alex_mcelhinney
240,"10,12,2021 12:18","Download Sex Education 
Season 1

https://t.co/04BglOYhAA
Season 2

https://t.co/6U6dBK65Kl

Season 3

https://t.co/WzRS9PqLxF",IgboManOfLagos1
241,"10,12,2021 11:25",‘Sex Education’ Gets More Inclusive in Its Intimacy https://t.co/CLT8WRwjTe,conmccashin
242,"10,12,2021 11:24",I’ve just finished season 3 of Sex Education and now I feel lost 😭😭😭 https://t.co/cMoRyiCdHn,AcYogaWithSarah
243,"10,12,2021 11:10","Why is this such a big deal to y’all? This is tame. Throw a rock and you‘ll probably hit a show with a more explicit sex scene in it.

Like for example Season 3 of Sex Education, which came out last month, literally started with a montage of different characters fucking. https://t.co/CjVyrL24ik",CMoviemaker
244,"10,12,2021 10:45",👀 Sex Education Season 3,Keith_MoMusik
245,"10,12,2021 10:20","Dua Saleh on 'Sex Education' Season 3, Gender Euphoria, and Making Music for the Moment https://t.co/ARgKJSwvRh",ELLEmagazine
246,"10,12,2021 8:57",Mimi Keene Is the Surprise Star of 'Sex Education' Season 3 https://t.co/9Rtxc6ef48,ELLEmagazine
247,"10,12,2021 8:49",Anyone else not notice Ruby in the first 2 seasons of Sex Education and now want to marry her after season 3?,Panthero84
248,"10,12,2021 8:31",I still haven’t seen sex education season 3 I’ve been lying to everyone,Jukolejo12
249,"10,12,2021 7:47",Mad props to the actress playing hope in season 3 Sex Education cause she’s so goddamn good at playing a villain,our_soft_ghost
250,"10,12,2021 7:20",@CassKP_x Trying to watch squid game and sex education season 3 but I’ve got too many tv shows on the go I need to concentrate on one at a time,BradleyFrampton
251,"10,12,2021 7:09",I’m gna end up finishing season 3 of Sex Education by the end of today,rv98__
252,"10,12,2021 7:00","Just finished Sex Education season 3. I have so many complex emotions towards the characters, the good and the bad and that's great 'cause everyone is all fleshed out and it's the best season so far ❤❤❤",itsenzobishes
253,"10,12,2021 7:00","sex education season 3 was rly good, I just wish they weren’t limited by the 8 episode format. some of the storylines felt rushed in the last couple episodes, and could’ve been thoroughly explored and tied off with a couple more eps. ovr all tho, still one of Netflix’s best",lordgivens
254,"10,12,2021 5:49",i just finished sex education season 3 and now i’m sad😭😭,goldenswiftiee
255,"10,12,2021 5:48",I don’t remember sex education having this much … uh… SEX. Damn I needed a warning before the beginning of episode 1 of season 3💀,lexxxann
256,"10,12,2021 5:42","Saw sex education season 3 finally @sleeparalysis the Nigerian bit was awesome brought back some memories n shit , i will just say Eric n adam are my favourite Characters these season (eric is always my favorite✌🏿) n also jakob and otis's moms drama was really interesting",NoExBeats
257,"10,12,2021 5:25",Watching Sex Education season 3 and just want to say that Otis is a gigantic dickhead,mt_050
258,"10,12,2021 5:22",I just know season 3 of sex education is going to piss me off,bachy_z
259,"10,12,2021 4:56","After finishing season 3 of Sex Education, here are all the characters my soul can tolerate:
Maeve
Jackson
Ola
Rahim
Jean Milburn
Jakob
Cal
Aimee
Steve
The goat",creary_c
260,"10,12,2021 4:44",Season 3 of sex education is literally the best thing I’ve ever watched,Kenziems2011
261,"10,12,2021 4:30","""We’re back at Moordale High with yet another long awaited season!""

https://t.co/2VrapqsuaA",TheAffinityMag
262,"10,12,2021 3:09",finished sex education season 3… adam really is my favorite character huh,stayingpowah
263,"10,12,2021 2:29","🔊 Mysterious Power by Ezra Furman &amp; The Harpoons
📀 Sex Education: Songs from Season 3",shangodspotify
264,"10,12,2021 1:10","best characters in sex education season 3 by FAR …. lily, adam, cal, amy, jackson  absolutely no competition",babiesneeze
265,"10,12,2021 1:00",I’m such a fake bitch because i went from hating Adam to loving him in season 3 of sex education 😭,brii_santiagox3
266,"10,12,2021 0:42",im only on episode 3 but season 3 of sex education is rly good,Exactlyonebear
267,"10,12,2021 0:28",Ah Season 3 of Sex Education reminds me of the good old days when our classroom full of teenagers had to bully the unqualified priest they let sub our health class when he tried to teach abstinence and truly baffling misinformation about conception,barton_brb
268,"10,12,2021 0:21",Season 3 of sex education is pissing me off I hate the new principal so much id square up with her,garbanzoWench
269,"10,12,2021 0:17",wait i'm watching season 3 of sex education did adam just quote kiera knightly in love actually???? he even did the voice too i love him 😭😭,killvstark
270,"10,12,2021 0:10",@booksmartdevil Ooo ok! I'm currently watching season 3 of sex education and it's amazing as ever,Sean_McCartt
271,"10,12,2021 0:00",Go check out this article I wrote for @buffedfilmbuffs about season 3 of Sex Education! https://t.co/uFtEBPeW1W,nickziddy
272,"10,11,2021 23:59","@animoumou @netflix 1.Bojack Horseman
2.Master of None (not including season 3)
https://t.co/U8yvGWmwZl with Yourself
4. Sex Education 
5. I think you should leave

And this is only if we aren’t including stand up specials like Inside or The New One",N8cartoonist
273,"10,11,2021 23:57","A BFB TV debut review from @nickziddy is now available on the site. Check it out to see why ""there's a serious lack of momentum"" in Season 3 of #sexeducation https://t.co/TluEIYleCm",buffedfilmbuffs
274,"10,11,2021 23:07",52. Sex Education | Season 3 | 2021 https://t.co/5LOJ4OqW05,sayustarlight
275,"10,11,2021 22:30","Netflix’s “Sex Education” educates its young audience on all things sex while tackling several complex themes. However, tackling so many important topics while creating a compelling storyline is no simple task.
https://t.co/6D5I2qF4oe",dailycal
276,"10,11,2021 22:06",Props to Sex Education season 3 on @netflix for exploration of Jackson and Cal’s relationship.,gwo_design
277,"10,11,2021 21:35","@LiquorNmusic @chuuzus It's also a time thing. Netflix releases like 2 shows and 3 movies each week, that's why so much of their stuff fades from public discussion so quickly. Remember Sex Education season 3? It came out less than a month ago. Weekly release would help many shows gain an audience.",MikaEn2305
278,"10,11,2021 21:31",I truly forget how good Sex Education is and now I’ve already finished season 3 😭,toniiicockman
279,"10,11,2021 21:24",Otis on sex education might be the villain in season 3,raqs_onraqs75
280,"10,11,2021 21:23",Sex Education season 3 made me cry.,SundaeMunt
281,"10,11,2021 21:21","Smashed all 3 season of sex education within a week, now I don’t know what to watch now",dannyregjackson
282,"10,11,2021 20:59","I started season 3 of Sex Education, a show I would watch in day and a half if every episode wasn't a full hour long.",lucashedgess
283,"10,11,2021 20:56",Sex education season 3 https://t.co/nkOTDmlUg2,henyckmazoker
284,"10,11,2021 20:42",watching last ep of season 3 of sex education 💔💔,catrashands
285,"10,11,2021 20:24","“Sex Education” is back and it's as funny, raunchy and relevant as ever."" -- Check out Alice Braga's review of the latest season of 'Sex Education', which is now streaming on #Netflix. 

https://t.co/sdwlkXoFdr",tvtea_
286,"10,11,2021 20:11",Finally getting around to watching Sex Education season 3,obligatorygutz
287,"10,11,2021 20:03",Is sex Education season 2 and 3 mid or good,Bleach_plague
288,"10,11,2021 19:58",Maybe it's season 3 of sex education fault,MehCharlieTired
289,"10,11,2021 19:36",finished season 3 of sex education without realising I’d finished season 3.... anyone else ???,amieexgoodall
290,"10,11,2021 19:31",finally starting sex education season 3 and all I gotta say is what did they do to maeve’s character it just doesn’t hit anymore the people are bored (also ruby….. 🥵),G00LDRUSH
291,"10,11,2021 19:12",the opening scene to episode 1 of season 3 of sex education is killing me,atlas8s
292,"10,11,2021 19:08",Who all are not liked sex education season 3 ending???,selva2k1
293,"10,11,2021 18:55",The beginning of Sex Education season 3 took me tf out 😅,L1FEOFLEO
294,"10,11,2021 17:32",Im on my the finale of Sex Education Season 3 😭😭😭😭 im gonna miss all of them 😭😭😭,blisstannie
295,"10,11,2021 16:43",@NetflixIndia Release Sex Education Season 3 ASAP,GirishT06497588
296,"10,11,2021 16:19",I wanna rewatched sex education season 3 cuz cal https://t.co/fAu98FCqw1,teatimesys
297,"10,11,2021 15:49",Started Sex Education season 3 and already freaking out about the nonbinary character. At least I think they are...?! I only watched 1 episode so far... 😂,Kuroi_Youhi
298,"10,11,2021 15:44",Here’s a rundown of the Afropop songs featured on ‘Sex Education’ season 3’s soundtrack https://t.co/tMxP85CgOk,NativeMag
299,"10,11,2021 15:33","18 Best Quotes from Sex Education Season 3
https://t.co/FeDJYKhLG3 https://t.co/HYzAwksXIK",OurCultureOC
300,"10,11,2021 15:22",‘Sex Education’ Gets More Inclusive in Its Intimacy https://t.co/MGZD3eVREa,LeadOnUpdate
301,"10,11,2021 15:01","144: Sex Education Season 3 

We dive into simply our favourite TV show and talk about season 3 and the show at large. 

Spoilers! 

https://t.co/zNxUfW5Ssr",imaginarypod
302,"10,11,2021 15:00","Happy to have placed music in Sex Education season 3 starring Gillian Anderson, Asa Butterfield! Watch it now on Netflix!😎 #SexEducation #SexEducation3 #SexEducationSeason3 #Netflix @GillianA #NetflixAndChill #OtisAndRuby https://t.co/JWlHmbZTli",Propel_Music
